brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years
BYD,Dolphin,2023,Standard,50127.13,47.6,150.0,55.7,6.75,140.0,584.0,556.0,FWD,7,Sedan,29.6,1618.0,4,1,China,Mid-range,176192,3.19,4
Audi,Q6 e-tron,2024,Standard,112837.91,61.0,222.0,121.7,6.33,144.0,864.0,787.0,FWD,7,Sedan,17.1,1591.0,3,1,Germany,Luxury,45029,3.56,8
BYD,Max,2023,Premium,29372.26,77.0,257.0,100.3,7.52,129.0,322.0,336.0,AWD,5,Hatchback,34.5,1500.0,4,0,China,Budget,240988,3.46,4
Tesla,Model Y,2024,Base,40219.61,80.1,308.0,347.6,5.15,171.0,274.0,232.0,AWD,5,Coupe,17.0,1547.0,5,2,US,Mid-range,429025,3.73,5
Hyundai,i30,2025,Base,51159.74,75.6,278.0,128.5,6.46,153.0,573.0,520.0,AWD,5,Van,79.0,1683.0,5,1,South Korea,Mid-range,89226,3.67,4
Porsche,Taycan,2024,Premium,142936.98,54.2,186.0,345.0,7.83,130.0,677.0,554.0,RWD,5,SUV,67.8,2128.0,5,2,Germany,Luxury,23751,3.87,5
BYD,Qin,2024,Performance,99381.36,80.7,289.0,159.7,2.61,200.0,1000.0,891.0,AWD,5,Truck,68.3,2757.0,4,0,China,Premium,152043,3.48,4
BMW,i3,2024,Premium,109123.19,75.8,284.0,68.8,7.25,136.0,922.0,817.0,AWD,5,Van,68.9,1611.0,5,1,Germany,Luxury,54152,3.63,8
Ford,F-150 Lightning,2026,Standard,51712.72,44.2,150.0,136.7,5.73,160.0,475.0,390.0,RWD,4,Truck,59.7,2391.0,4,0,US,Mid-range,26384,3.09,5
BYD,Seagull,2024,Base,19470.99,82.7,291.0,127.9,6.57,159.0,204.0,201.0,FWD,5,Truck,68.2,2552.0,3,1,China,Budget,210937,3.48,3
GM/Chevrolet,Blazer EV,2025,Standard,46970.49,53.9,191.0,61.9,5.21,174.0,476.0,426.0,AWD,7,SUV,45.1,1866.0,4,1,US,Mid-range,6914,3.21,4
Volkswagen,ID. Buzz,2025,Long Range,93619.57,83.5,289.0,76.7,5.01,172.0,1000.0,912.0,RWD,5,Sedan,19.6,1697.0,5,1,Germany,Premium,222583,3.38,3
BMW,iX,2025,Long Range,124852.49,85.3,324.0,119.3,5.97,158.0,1000.0,865.0,FWD,7,Sedan,24.9,1872.0,3,1,Germany,Luxury,51096,3.39,7
BMW,i5,2025,Standard,97046.62,60.0,209.0,79.6,7.79,131.0,788.0,683.0,AWD,5,Hatchback,18.3,1510.0,5,2,Germany,Premium,66065,3.41,5
Hyundai,Ioniq,2021,Premium,81529.22,52.0,173.0,132.4,5.26,175.0,1000.0,933.0,AWD,5,Truck,70.7,2400.0,4,0,South Korea,Premium,137712,3.33,4
Tesla,Model 3,2023,Premium,123494.48,79.1,283.0,211.3,5.34,175.0,888.0,781.0,AWD,7,SUV,68.9,2083.0,5,3,US,Luxury,228731,3.4,4
Mercedes,GLE EV,2024,Premium,194076.68,41.1,160.0,133.6,7.92,136.0,1000.0,932.0,RWD,5,Hatchback,39.6,1581.0,3,1,Germany,Luxury,69583,3.65,7
BYD,Qin,2021,Standard,47541.74,75.3,274.0,83.8,7.74,133.0,520.0,490.0,FWD,5,SUV,46.0,2063.0,3,1,China,Mid-range,230454,3.4,5
Tesla,Model S,2022,Long Range,133033.76,83.6,310.0,331.6,4.49,181.0,932.0,846.0,AWD,7,Coupe,34.0,1500.0,5,2,US,Luxury,213496,3.81,5
Tesla,Model X,2023,Premium,41055.46,66.5,234.0,322.9,5.98,157.0,305.0,223.0,AWD,5,Truck,57.8,2601.0,5,3,US,Mid-range,203412,3.84,4
Kia,EV6,2022,Base,59652.7,67.9,238.0,84.3,5.99,156.0,588.0,557.0,RWD,5,SUV,64.2,1917.0,5,0,South Korea,Mid-range,145797,3.55,3
BMW,i4,2023,Long Range,76874.69,96.7,338.0,51.5,5.84,159.0,528.0,453.0,AWD,7,Sedan,23.8,1596.0,5,2,Germany,Premium,29925,3.89,5
Tesla,Model Y,2024,Standard,31623.12,77.5,246.0,331.8,5.59,165.0,161.0,200.0,FWD,7,Hatchback,28.0,1500.0,5,2,US,Budget,457458,3.75,5
Hyundai,Kona Electric,2025,Long Range,43168.2,97.5,334.0,115.6,5.07,179.0,444.0,434.0,FWD,5,Van,63.4,1663.0,4,0,South Korea,Mid-range,84174,3.27,3
BYD,Leaf 50X,2024,Base,77144.36,70.9,259.0,60.7,7.34,137.0,850.0,788.0,FWD,5,Hatchback,22.8,1656.0,4,0,China,Premium,140199,3.58,5
BMW,i5,2023,Base,58951.66,72.4,252.0,112.7,5.44,167.0,253.0,248.0,FWD,5,Van,63.5,1615.0,5,1,Germany,Mid-range,20422,3.39,8
Tesla,Cybertruck,2023,Base,113861.27,81.2,306.0,220.4,7.93,131.0,809.0,719.0,AWD,7,Truck,61.3,2449.0,5,2,US,Luxury,162424,3.82,4
GM/Chevrolet,Blazer EV,2022,Base,24572.41,46.5,182.0,128.7,5.73,168.0,150.0,200.0,AWD,7,Truck,60.8,2500.0,4,1,US,Budget,9346,3.53,3
Volkswagen,ID.4,2025,Premium,67323.21,57.6,187.0,141.0,5.46,172.0,684.0,618.0,RWD,5,Van,64.2,1500.0,5,0,Germany,Premium,295974,3.47,5
NIO,ET6,2025,Long Range,108463.22,80.0,263.0,101.8,4.01,200.0,1000.0,882.0,FWD,7,SUV,41.2,1856.0,3,1,China,Luxury,18130,3.2,4
Tesla,Model X,2025,Base,71274.6,49.2,150.0,349.3,6.44,160.0,586.0,509.0,RWD,7,Van,60.0,1837.0,5,2,US,Premium,132658,3.6,4
BYD,Leaf 50X,2024,Standard,55111.29,68.4,223.0,87.6,5.3,171.0,566.0,572.0,RWD,5,Hatchback,25.2,1630.0,4,1,China,Mid-range,112631,3.46,5
Tesla,Model 3,2025,Standard,132101.43,47.9,150.0,307.6,7.33,144.0,997.0,944.0,RWD,5,SUV,35.9,1751.0,5,3,US,Luxury,220080,3.43,6
Rivian,R3,2023,Performance,104608.91,116.3,395.0,220.2,3.1,200.0,1000.0,932.0,RWD,7,Sedan,15.8,1647.0,5,1,US,Luxury,4453,3.72,4
Audi,e-tron GT,2026,Performance,126813.57,114.9,393.0,230.5,4.2,190.0,1000.0,899.0,AWD,5,Sedan,21.8,1634.0,5,1,Germany,Luxury,35466,3.84,7
BYD,Atto 3,2026,Premium,102365.27,40.6,150.0,99.9,5.22,182.0,1000.0,960.0,RWD,5,Sedan,35.5,1770.0,4,1,China,Luxury,112568,3.22,4
BMW,i5,2025,Premium,71335.77,45.4,168.0,70.7,7.21,143.0,436.0,426.0,RWD,7,Hatchback,25.4,1688.0,4,2,Germany,Premium,26069,3.19,7
Ford,E-Transit,2026,Performance,52666.03,83.7,310.0,230.2,3.27,197.0,496.0,444.0,AWD,5,SUV,59.5,1927.0,5,1,US,Mid-range,76169,3.67,4
Kia,EV9,2024,Premium,65472.17,78.2,224.0,99.0,7.54,133.0,716.0,680.0,AWD,5,SUV,55.0,2132.0,4,0,South Korea,Premium,60682,3.3,3
Hyundai,i30,2022,Standard,35583.1,60.1,220.0,137.7,5.87,157.0,272.0,230.0,FWD,5,Sedan,19.6,1500.0,5,0,South Korea,Mid-range,116403,3.38,3
BYD,Dolphin,2025,Base,62107.84,82.5,291.0,96.3,7.45,142.0,648.0,600.0,RWD,5,Truck,77.2,2468.0,4,0,China,Mid-range,129397,3.55,5
Tesla,Model S,2024,Performance,119857.21,83.5,307.0,348.4,3.03,200.0,861.0,780.0,AWD,5,Truck,74.1,2510.0,4,2,US,Luxury,142701,4.14,5
Audi,e-tron GT,2025,Long Range,70111.18,75.6,262.0,143.3,5.27,166.0,375.0,380.0,FWD,5,Coupe,18.0,1548.0,3,1,Germany,Premium,79614,3.53,5
Audi,Q6 e-tron,2025,Premium,138510.75,62.7,204.0,124.6,7.99,133.0,1000.0,963.0,RWD,5,Coupe,37.2,1588.0,4,1,Germany,Luxury,58972,3.24,6
BMW,iX,2023,Base,90267.93,63.0,260.0,67.1,5.59,172.0,713.0,591.0,AWD,5,Hatchback,24.7,1500.0,4,1,Germany,Premium,26056,3.46,5
BYD,Max,2020,Base,67729.77,44.2,157.0,50.1,7.68,137.0,692.0,628.0,RWD,7,Truck,60.1,2386.0,4,0,China,Premium,160145,3.2,4
BYD,Yuan Plus,2022,Standard,27939.32,56.5,182.0,129.8,7.12,141.0,254.0,200.0,AWD,7,SUV,68.5,1964.0,5,0,China,Budget,100593,3.2,4
GM/Chevrolet,Bolt EUV,2026,Long Range,70455.09,97.8,367.0,125.7,5.21,173.0,972.0,860.0,RWD,5,Truck,76.8,2305.0,4,0,US,Premium,1598,3.6,5
Audi,e-tron GT,2025,Base,104530.78,61.3,194.0,96.2,7.71,135.0,795.0,707.0,RWD,7,SUV,50.8,2104.0,5,2,Germany,Luxury,52472,3.51,8
Audi,Q6 e-tron,2025,Long Range,97248.51,90.6,304.0,80.3,5.49,168.0,720.0,612.0,RWD,5,Van,75.7,1500.0,5,1,Germany,Premium,46587,3.19,6
Ford,Explorer EV,2024,Performance,105603.42,114.4,427.0,181.6,3.18,200.0,1000.0,860.0,AWD,5,Van,72.4,2052.0,4,0,US,Luxury,31600,4.03,5
BMW,iX,2025,Standard,55554.9,41.7,151.0,100.9,5.73,173.0,203.0,200.0,AWD,5,Van,73.3,1646.0,5,2,Germany,Mid-range,69514,3.1,8
Tesla,Cybertruck,2026,Base,50614.31,85.0,304.0,267.0,6.34,152.0,315.0,263.0,RWD,7,Truck,66.2,2227.0,5,2,US,Mid-range,175527,4.02,4
Tesla,Model Y,2025,Base,42292.45,67.3,240.0,307.7,6.74,159.0,313.0,323.0,RWD,7,Truck,79.8,2648.0,4,2,US,Mid-range,472726,3.66,5
Audi,Q4 e-tron,2026,Long Range,94110.46,90.4,323.0,138.2,4.41,188.0,644.0,602.0,FWD,5,Sedan,33.7,1508.0,4,1,Germany,Premium,38660,3.57,8
Kia,EV9,2025,Standard,77483.58,46.2,176.0,60.3,7.19,133.0,950.0,840.0,FWD,5,SUV,60.7,1989.0,3,1,South Korea,Premium,116585,3.02,4
Tesla,Model Y,2022,Long Range,112382.86,81.9,270.0,243.2,5.21,182.0,816.0,719.0,FWD,5,Coupe,25.1,1583.0,4,2,US,Luxury,494879,3.77,4
Tesla,Model X,2025,Premium,112066.22,43.2,167.0,297.1,7.91,134.0,825.0,749.0,FWD,5,Van,75.0,1720.0,4,2,US,Luxury,245565,3.75,4
BMW,i7,2024,Long Range,93724.2,100.0,326.0,91.1,4.44,188.0,725.0,651.0,AWD,7,Van,72.2,1614.0,4,1,Germany,Premium,36760,3.63,6
Tesla,Cybertruck,2021,Base,98646.08,76.0,242.0,326.8,7.18,143.0,690.0,602.0,RWD,5,Truck,52.0,2415.0,5,2,US,Premium,235244,3.9,6
Tesla,Cybertruck,2023,Base,46210.19,70.1,244.0,291.0,5.57,171.0,310.0,227.0,AWD,5,Truck,65.1,2463.0,4,2,US,Mid-range,187848,3.58,4
Kia,EV6,2021,Long Range,66633.95,75.1,272.0,109.4,5.22,170.0,795.0,688.0,AWD,7,Coupe,29.0,1500.0,5,0,South Korea,Premium,57850,3.25,5
GM/Chevrolet,Silverado EV,2026,Performance,65284.93,116.3,439.0,241.3,4.25,186.0,776.0,701.0,AWD,7,Coupe,19.8,1566.0,4,0,US,Premium,25704,4.19,4
BMW,i3,2023,Premium,137951.81,60.1,220.0,71.2,6.56,152.0,1000.0,895.0,RWD,7,Hatchback,22.7,1654.0,4,1,Germany,Luxury,26110,3.46,7
BYD,Seagull,2024,Standard,32276.7,53.8,220.0,127.9,7.3,142.0,314.0,266.0,RWD,5,Hatchback,18.5,1646.0,5,0,China,Budget,236029,3.7,4
GM/Chevrolet,Bolt EV,2024,Standard,61070.92,75.7,280.0,76.8,6.23,156.0,808.0,740.0,AWD,7,Hatchback,25.2,1883.0,5,0,US,Mid-range,2434,3.31,4
BYD,Seagull,2025,Base,67469.58,57.5,191.0,57.3,7.8,138.0,780.0,688.0,AWD,7,Hatchback,21.2,1654.0,4,1,China,Premium,179136,3.46,4
BYD,Seagull,2025,Long Range,48990.53,99.3,357.0,57.3,5.58,156.0,540.0,454.0,RWD,5,SUV,58.2,2202.0,4,1,China,Mid-range,211809,3.67,4
GM/Chevrolet,Bolt EV,2024,Base,56305.37,52.0,170.0,83.9,6.49,149.0,652.0,577.0,AWD,5,Van,61.8,1500.0,4,1,US,Mid-range,2728,3.2,5
BMW,i5,2021,Standard,94181.96,40.8,160.0,97.4,5.01,176.0,738.0,659.0,AWD,7,Coupe,38.6,1626.0,5,1,Germany,Premium,79673,3.08,7
Mercedes,GLE EV,2025,Long Range,122338.76,85.1,270.0,58.6,4.0,193.0,741.0,661.0,FWD,7,Hatchback,16.6,1843.0,3,2,Germany,Luxury,52641,4.06,7
BMW,i3,2023,Standard,67705.12,63.0,239.0,65.7,5.05,176.0,410.0,318.0,AWD,5,Coupe,27.6,1770.0,5,2,Germany,Premium,68305,3.3,8
Kia,EV6,2024,Standard,44920.54,57.9,198.0,78.6,7.88,122.0,391.0,344.0,FWD,5,Truck,68.8,2615.0,5,1,South Korea,Mid-range,145791,3.0,5
Tesla,Cybertruck,2024,Premium,47891.48,42.5,164.0,276.3,5.16,175.0,346.0,313.0,FWD,7,Truck,74.0,2335.0,3,2,US,Mid-range,118665,3.65,6
Volkswagen,ID.5,2022,Premium,62108.39,82.1,268.0,60.6,7.01,137.0,637.0,524.0,FWD,7,SUV,38.0,1760.0,5,0,Germany,Mid-range,222675,3.19,5
BYD,Seagull,2025,Long Range,24414.35,86.4,281.0,141.0,5.27,175.0,170.0,200.0,FWD,5,Sedan,38.9,1500.0,5,0,China,Budget,228388,3.55,4
BYD,Qin,2023,Standard,36044.93,74.5,251.0,96.5,7.83,127.0,336.0,291.0,FWD,5,Truck,64.3,2600.0,4,0,China,Mid-range,117310,3.57,5
Fisker,Ronin,2024,Premium,67456.63,41.7,150.0,55.2,5.69,169.0,509.0,469.0,AWD,5,Coupe,16.5,1631.0,4,1,US,Premium,20333,3.29,4
Volkswagen,ID. Buzz,2025,Long Range,52579.97,94.8,325.0,90.3,5.3,171.0,508.0,499.0,FWD,5,Hatchback,19.0,1588.0,3,1,Germany,Mid-range,238272,3.57,4
Audi,Q4 e-tron,2025,Base,81941.39,40.2,150.0,138.2,5.44,166.0,495.0,468.0,RWD,5,Coupe,35.5,1693.0,5,2,Germany,Premium,77358,3.0,7
BMW,i4,2026,Performance,133852.24,84.9,318.0,197.1,2.9,200.0,1000.0,904.0,AWD,5,Truck,55.0,2197.0,4,2,Germany,Luxury,50521,3.46,7
Ford,Mustang Mach-E,2025,Standard,56042.09,79.5,293.0,130.2,6.05,157.0,541.0,501.0,RWD,5,SUV,66.9,2215.0,3,0,US,Mid-range,69874,3.35,4
Hyundai,Ioniq 5,2024,Long Range,83570.15,78.5,258.0,51.5,4.33,189.0,1000.0,924.0,AWD,5,Coupe,17.0,1794.0,5,1,South Korea,Premium,145959,3.37,4
Kia,Picanto EV,2022,Performance,111175.38,89.2,319.0,178.4,3.67,190.0,1000.0,964.0,RWD,5,Hatchback,18.8,1538.0,5,1,South Korea,Luxury,51798,3.75,5
Hyundai,Ioniq 5,2025,Base,61128.92,46.1,180.0,80.3,6.4,153.0,706.0,583.0,RWD,5,Van,78.0,1903.0,5,0,South Korea,Mid-range,110095,3.32,3
Tesla,Model Y,2023,Standard,44516.36,56.4,227.0,211.2,6.51,147.0,308.0,239.0,FWD,5,Sedan,15.2,1513.0,4,2,US,Mid-range,403294,3.48,5
GM/Chevrolet,Equinox EV,2025,Standard,32070.17,44.1,158.0,62.7,6.07,161.0,279.0,261.0,AWD,5,SUV,66.1,2020.0,4,0,US,Budget,1331,3.29,3
BYD,Yuan Plus,2024,Premium,107358.88,58.4,205.0,140.8,7.41,132.0,1000.0,888.0,FWD,7,Coupe,27.3,1661.0,3,1,China,Luxury,110469,3.56,4
Tesla,Model Y,2026,Standard,78088.26,70.2,245.0,310.8,7.6,130.0,599.0,573.0,AWD,7,Sedan,26.8,1514.0,5,2,US,Premium,489120,3.77,5
BMW,i5,2025,Performance,132666.58,82.0,299.0,208.4,3.52,194.0,1000.0,873.0,AWD,7,Van,68.2,1817.0,5,1,Germany,Luxury,71584,3.74,6
Tesla,Model X,2023,Premium,100324.34,79.9,300.0,214.5,6.43,150.0,724.0,607.0,AWD,5,Coupe,22.9,1500.0,4,2,US,Luxury,121739,3.62,4
NIO,EL6,2022,Standard,69452.42,47.9,170.0,63.1,7.3,147.0,514.0,452.0,FWD,5,Sedan,22.3,1500.0,5,0,China,Premium,28334,3.19,5
Toyota,bZ4X,2023,Base,53579.07,65.5,233.0,141.2,7.84,133.0,505.0,443.0,FWD,7,Coupe,36.5,1576.0,4,0,Japan,Mid-range,16544,3.42,4
Rivian,R3,2023,Standard,81874.34,83.6,317.0,132.5,5.17,177.0,866.0,733.0,AWD,5,Sedan,37.9,1668.0,4,1,US,Premium,1989,3.61,4
Volkswagen,ID. Aero,2024,Long Range,59514.0,103.6,337.0,124.5,4.16,183.0,577.0,501.0,FWD,7,SUV,68.7,1974.0,4,2,Germany,Mid-range,230145,3.7,3
Tesla,Model 3,2026,Base,80808.44,42.4,154.0,231.2,6.51,147.0,522.0,481.0,RWD,7,Coupe,39.0,1500.0,5,2,US,Premium,234368,3.52,5
Rivian,R2,2024,Standard,84156.92,68.4,226.0,117.0,5.22,165.0,931.0,808.0,FWD,5,Coupe,39.2,1500.0,4,0,US,Premium,29685,3.44,4
Volkswagen,ID.5,2024,Base,39960.53,63.9,252.0,56.8,5.58,165.0,316.0,259.0,AWD,5,Sedan,19.7,1793.0,4,0,Germany,Mid-range,212818,3.48,3
Fisker,Ronin,2024,Long Range,115878.52,94.5,334.0,67.6,5.43,166.0,983.0,908.0,AWD,7,Truck,75.5,2039.0,4,1,US,Luxury,6077,3.64,5
Toyota,bZ Compact SUV,2024,Long Range,64461.76,85.4,288.0,86.3,4.5,180.0,774.0,731.0,FWD,7,SUV,64.4,2334.0,4,2,Japan,Mid-range,1214,3.76,4
Mercedes,EQG,2023,Performance,181026.58,110.6,370.0,212.6,2.8,200.0,1000.0,801.0,FWD,5,Truck,79.1,2572.0,4,1,Germany,Luxury,35248,3.91,8
BYD,Yuan Plus,2025,Long Range,48600.01,81.4,288.0,69.6,5.38,167.0,474.0,373.0,FWD,5,Sedan,33.4,1500.0,4,0,China,Mid-range,222634,3.67,5
Volkswagen,ID.3,2023,Premium,40146.71,41.6,150.0,95.1,7.26,142.0,312.0,299.0,AWD,7,Coupe,37.3,1894.0,4,0,Germany,Mid-range,229072,3.13,5
Mercedes,GLE EV,2023,Long Range,182443.72,104.6,359.0,140.1,5.11,174.0,1000.0,903.0,RWD,7,Sedan,35.4,1500.0,4,2,Germany,Luxury,20765,4.1,8
BYD,Atto 3,2022,Performance,38276.48,92.0,283.0,217.9,3.34,199.0,395.0,370.0,RWD,5,Van,73.9,1520.0,4,1,China,Mid-range,175542,3.44,5
Tesla,Cybertruck,2025,Performance,116077.71,118.6,428.0,233.8,3.86,189.0,859.0,763.0,FWD,5,Truck,56.7,2613.0,5,2,US,Luxury,150657,4.24,5
Kia,EV9,2025,Long Range,56772.77,100.2,356.0,143.1,5.58,167.0,564.0,536.0,RWD,5,SUV,44.5,2199.0,4,0,South Korea,Mid-range,99235,3.69,3
NIO,EL8,2025,Premium,87478.76,48.6,172.0,148.9,5.5,164.0,804.0,708.0,RWD,7,SUV,52.5,2018.0,4,1,China,Premium,16505,3.43,3
GM/Chevrolet,Bolt EUV,2025,Long Range,68470.14,87.2,293.0,84.2,5.66,157.0,950.0,828.0,AWD,7,Van,74.1,1500.0,4,2,US,Premium,14899,3.33,4
Kia,EV9,2025,Premium,89987.27,70.4,245.0,88.3,5.67,174.0,1000.0,935.0,AWD,7,SUV,36.7,2020.0,4,0,South Korea,Premium,123485,3.47,4
Tesla,Model S,2023,Premium,76607.64,81.1,288.0,315.7,7.64,137.0,556.0,538.0,AWD,7,Van,69.5,1617.0,3,3,US,Premium,244244,3.81,4
Kia,Picanto EV,2022,Long Range,76439.21,93.0,337.0,94.0,5.8,164.0,893.0,853.0,FWD,5,Truck,75.1,2689.0,5,0,South Korea,Premium,85577,3.72,3
Volvo,XC90 Recharge,2025,Performance,106316.66,104.3,367.0,231.2,4.12,193.0,1000.0,898.0,RWD,5,Van,60.8,1794.0,5,0,Sweden,Luxury,8684,3.86,4
Tesla,Model Y,2025,Premium,83799.48,74.6,276.0,279.2,6.55,153.0,644.0,594.0,RWD,5,Truck,55.2,2793.0,5,2,US,Premium,427228,4.15,4
Hyundai,Ioniq,2024,Base,50276.57,73.2,241.0,96.2,7.53,138.0,521.0,483.0,RWD,5,Van,72.9,1533.0,3,1,South Korea,Mid-range,126203,3.42,4
Audi,e-tron GT,2022,Premium,98374.44,50.7,166.0,145.4,5.67,164.0,699.0,652.0,RWD,5,Truck,55.3,2533.0,5,1,Germany,Premium,45293,3.1,7
GM/Chevrolet,Equinox EV,2025,Performance,101369.89,89.3,325.0,206.4,3.53,195.0,1000.0,948.0,AWD,7,SUV,39.7,1831.0,3,0,US,Luxury,27681,3.35,3
GM/Chevrolet,Blazer EV,2025,Base,61000.06,63.4,250.0,146.1,6.81,151.0,774.0,697.0,AWD,5,Truck,71.4,2734.0,4,0,US,Mid-range,3536,3.69,4
GM/Chevrolet,Silverado EV,2025,Premium,56307.41,55.0,193.0,101.8,6.37,155.0,631.0,564.0,RWD,5,Sedan,24.8,1699.0,4,0,US,Mid-range,25746,3.34,4
Volkswagen,ID.4,2021,Premium,107417.79,54.2,201.0,75.7,5.06,176.0,1000.0,872.0,AWD,5,Hatchback,30.6,1514.0,5,2,Germany,Luxury,254098,3.37,4
BYD,Leaf 50X,2024,Performance,118468.84,86.8,291.0,170.0,3.33,200.0,1000.0,892.0,AWD,5,Coupe,37.6,1584.0,4,0,China,Luxury,209498,3.76,3
Ford,Explorer EV,2025,Long Range,92751.53,76.2,247.0,133.7,5.02,178.0,1000.0,868.0,FWD,7,Truck,55.9,2390.0,4,0,US,Premium,70352,3.3,3
Ford,Mustang Mach-E,2024,Base,52120.46,64.5,208.0,114.7,5.13,181.0,502.0,432.0,FWD,7,Coupe,35.6,1529.0,4,0,US,Mid-range,29029,3.16,4
Mercedes,EQC,2024,Long Range,169395.24,99.7,323.0,138.5,5.15,172.0,1000.0,874.0,RWD,5,Truck,59.3,2679.0,3,2,Germany,Luxury,60151,3.87,7
Audi,e-tron GT,2021,Base,80311.97,74.6,241.0,114.4,5.32,157.0,510.0,457.0,AWD,5,Sedan,21.5,1509.0,5,2,Germany,Premium,55803,3.52,6
Hyundai,Ioniq 5,2022,Premium,72159.44,56.2,163.0,114.1,7.7,132.0,890.0,768.0,AWD,7,Van,75.8,1500.0,4,0,South Korea,Premium,119329,3.43,4
Hyundai,Ioniq 6,2025,Long Range,37714.46,105.8,359.0,96.8,5.2,170.0,313.0,268.0,RWD,7,Truck,57.8,2452.0,4,0,South Korea,Mid-range,77052,3.86,5
Ford,Mustang Mach-E,2023,Long Range,63827.68,85.8,270.0,133.9,4.6,180.0,665.0,610.0,FWD,7,Truck,59.4,2431.0,4,0,US,Mid-range,74506,3.43,3
BMW,i7,2025,Premium,150512.16,44.6,150.0,132.1,5.28,170.0,1000.0,905.0,RWD,7,Hatchback,20.5,1765.0,4,2,Germany,Luxury,47379,3.31,8
GM/Chevrolet,Bolt EUV,2023,Performance,74889.56,92.7,312.0,151.1,4.05,193.0,994.0,937.0,RWD,7,Coupe,17.5,1704.0,4,2,US,Premium,29402,3.57,3
Ford,F-150 Lightning,2025,Long Range,66474.9,78.5,273.0,146.0,5.39,168.0,721.0,687.0,FWD,4,Truck,69.3,2671.0,4,0,US,Premium,43803,3.47,5
Audi,Q6 e-tron,2020,Long Range,76665.86,103.7,353.0,63.0,5.43,165.0,449.0,388.0,AWD,5,Hatchback,29.6,1563.0,4,1,Germany,Premium,32828,3.4,5
BYD,Dolphin,2025,Base,42876.18,78.3,263.0,87.3,5.69,161.0,415.0,379.0,FWD,7,SUV,41.7,2370.0,5,2,China,Mid-range,158327,3.29,3
Volkswagen,ID. Buzz,2026,Standard,43538.73,62.3,231.0,100.0,5.92,165.0,299.0,249.0,RWD,5,Van,70.6,1732.0,4,1,Germany,Mid-range,228329,3.2,3
Tesla,Cybertruck,2023,Base,104581.09,50.5,185.0,345.6,6.12,165.0,743.0,674.0,FWD,7,Truck,66.2,2370.0,5,2,US,Luxury,156090,3.54,6
Kia,EV6,2022,Long Range,90771.15,86.2,305.0,132.4,4.21,179.0,1000.0,874.0,FWD,5,Truck,78.9,2457.0,4,0,South Korea,Premium,86318,3.46,3
Tesla,Model S,2022,Premium,59089.35,76.7,268.0,244.8,6.91,153.0,380.0,319.0,RWD,5,Sedan,36.7,1500.0,5,2,US,Mid-range,130707,3.64,5
Hyundai,Ioniq,2024,Performance,50087.55,104.8,362.0,185.1,4.02,188.0,578.0,543.0,FWD,7,Truck,62.2,2466.0,5,0,South Korea,Mid-range,62703,3.86,3
Kia,EV6,2025,Performance,117331.76,116.3,411.0,186.7,2.71,200.0,1000.0,905.0,RWD,5,Coupe,37.4,1704.0,4,0,South Korea,Luxury,108933,3.59,4
BYD,Max,2024,Base,36467.37,45.0,150.0,140.9,5.31,169.0,406.0,327.0,RWD,5,Coupe,24.0,1558.0,4,1,China,Mid-range,220450,3.22,4
Kia,EV6,2025,Base,74609.83,44.7,153.0,82.8,5.63,165.0,763.0,677.0,RWD,5,Truck,50.4,2255.0,5,1,South Korea,Premium,84247,3.42,3
Tesla,Cybertruck,2025,Base,87113.04,47.4,150.0,233.9,5.08,176.0,649.0,602.0,RWD,5,Truck,77.1,2639.0,4,2,US,Premium,217680,3.55,4
Tesla,Cybertruck,2025,Performance,166572.78,117.8,398.0,203.0,3.46,200.0,1000.0,903.0,AWD,5,Truck,72.9,2600.0,5,2,US,Luxury,229037,4.35,6
Mercedes,GLE EV,2024,Base,116775.93,78.6,259.0,119.6,5.62,166.0,633.0,567.0,RWD,5,Hatchback,29.0,1558.0,4,1,Germany,Luxury,43904,3.6,6
Volkswagen,ID.3,2024,Premium,98791.59,77.0,250.0,96.8,7.9,133.0,1000.0,918.0,AWD,5,Hatchback,25.9,1840.0,5,0,Germany,Premium,289215,3.46,4
Tesla,Model S,2023,Base,56750.25,40.5,163.0,297.6,7.9,136.0,387.0,382.0,AWD,5,Van,72.2,1500.0,4,2,US,Mid-range,175034,3.89,4
Hyundai,Kona Electric,2024,Premium,75053.58,43.0,154.0,117.1,7.11,150.0,943.0,794.0,RWD,7,Truck,72.4,2127.0,4,1,South Korea,Premium,86699,3.36,4
Ford,E-Transit,2025,Standard,49970.16,77.5,267.0,56.6,5.0,181.0,406.0,375.0,RWD,7,Truck,54.0,2803.0,4,1,US,Mid-range,35218,3.57,3
BYD,Max,2024,Standard,39727.71,45.3,154.0,108.8,5.19,170.0,400.0,312.0,AWD,7,Van,74.9,1609.0,4,1,China,Mid-range,139199,3.11,5
BMW,i4,2025,Base,85729.44,59.9,191.0,145.7,5.99,168.0,651.0,567.0,RWD,5,Truck,68.3,2688.0,5,2,Germany,Premium,29338,3.48,6
Tesla,Cybertruck,2023,Base,62213.09,54.2,191.0,341.2,7.6,136.0,404.0,327.0,FWD,5,Truck,50.7,2531.0,5,3,US,Mid-range,199768,3.77,5
